Iteration 91835, loss 2.5603952203363116
Iteration 2364, loss 2.0587164119729766
Iteration 2365, loss 1.7730682159639666
Iteration 2366, loss 1.7730682159639666
Iteration 2367, loss 1.7730682159639666
Iteration 2368, loss 2.272766215963967
Iteration 2369, loss 2.272766215963967
Iteration 2370, loss 1.7730682159639666
Iteration 2371, loss 1.7730682159639666
Iteration 2372, loss 2.0587164119729766
Iteration 2373, loss 2.0587164119729766
Iteration 2374, loss 3.051169411972976
Iteration 2375, loss 2.6866927505076204
Iteration 2376, loss 2.6866927505076204
Iteration 2377, loss 2.6866927505076204
Iteration 2378, loss 2.6005417505076203
Iteration 2379, loss 2.6005417505076203
Iteration 2380, loss 2.6005417505076203
Iteration 2381, loss 2.6005417505076203
Iteration 2382, loss 2.6005417505076203
Iteration 2383, loss 3.5988336163939563
Iteration 2384, loss 3.1282708679168154
Iteration 2385, loss 3.7851251174091964
Iteration 2386, loss 3.7851251174091964
Iteration 2387, loss 5.777729117409195
Iteration 2388, loss 4.777729117409195
Iteration 2389, loss 4.777729117409195
Iteration 2390, loss 5.03540100270873
Iteration 2391, loss 4.122457911490956
Iteration 2392, loss 4.093020659968096
Iteration 2393, loss 4.093020659968095
Iteration 2394, loss 3.1004166599680953
Iteration 2395, loss 3.1004166599680953
Iteration 2396, loss 1.8868810747905571
Iteration 2397, loss 2.7158496485658747
Iteration 2398, loss 2.159949233743413
Iteration 2399, loss 2.323584659968096
Iteration 2400, loss 2.3091680000000023
Iteration 2401, loss 2.3091680000000023
Iteration 2402, loss 2.3091680000000023
Iteration 2403, loss 2.3091680000000023
Iteration 2404, loss 4.2795840000000025
Iteration 2405, loss 4.2795840000000025
Iteration 2406, loss 2.294376000000002
Iteration 2407, loss 1.294376000000003
Iteration 2408, loss 0.9026946047933725
Iteration 2409, loss 1.402587829307936
Iteration 2410, loss 1.402587829307936
Iteration 2411, loss 1.402587829307936
Iteration 2412, loss 1.402587829307936
Iteration 2413, loss 1.3535440000000025
Iteration 2414, loss 1.3535440000000025
Iteration 2415, loss 1.3535440000000025
Iteration 2416, loss 2.294376000000002
Iteration 2417, loss 1.7944827754854387
Iteration 2418, loss 1.7944827754854387
Iteration 2419, loss 1.7944827754854387
Iteration 2420, loss 1.7944827754854389
Iteration 2421, loss 1.2389912045617453
Iteration 2422, loss 1.1602988239459493
Iteration 2423, loss 1.1602988239459493
Iteration 2424, loss 1.0743872387684106
Iteration 2425, loss 1.5743872387684106
Iteration 2426, loss 2.0596319258876954
Iteration 2427, loss 2.0596319258876954
Iteration 2428, loss 1.9128822008889765
Iteration 2429, loss 1.99169987728429
Iteration 2430, loss 1.9916998772842902
Iteration 2431, loss 1.4916998829854011
Iteration 2432, loss 2.7682998516282233
Iteration 2433, loss 2.7682998516282233
Iteration 2434, loss 2.268299851628224
Iteration 2435, loss 2.268299851628224
Iteration 2436, loss 2.268299851628224
Iteration 2437, loss 1.9788615310180564
Iteration 2438, loss 1.9788615310180555
Iteration 2439, loss 3.001406670018087
Iteration 2440, loss 3.001406670018087
Iteration 2441, loss 2.651237019278844
Iteration 2442, loss 2.75889107343833
Iteration 2443, loss 2.75889107343833
Iteration 2444, loss 2.75889107343833
Iteration 2445, loss 2.7588910734383303
Iteration 2446, loss 2.9449539258876962
Iteration 2447, loss 2.1528143407101576
Iteration 2448, loss 2.123230340710158
Iteration 2449, loss 2.123230340710158
Iteration 2450, loss 3.187469511065231
Iteration 2451, loss 3.187469511065231
Iteration 2452, loss 2.6874695110652316
Iteration 2453, loss 2.6874695110652316
Iteration 2454, loss 2.6874695110652316
Iteration 2455, loss 2.6874695110652316
Iteration 2456, loss 2.6874695110652316
Iteration 2457, loss 2.8794088039909935
Iteration 2458, loss 2.1593942245167006
Iteration 2459, loss 2.1593942245167006
Iteration 2460, loss 2.1593942245167006
Iteration 2461, loss 2.1593942245167006
Iteration 2462, loss 1.3674314461796409
Iteration 2463, loss 1.3674314461796409
Iteration 2464, loss 1.3674314461796409
Iteration 2465, loss 1.3674314461796409
Iteration 2466, loss 1.3674314461796409
Iteration 2467, loss 1.0743872387684106
Iteration 2468, loss 1.1679601824355506
Iteration 2469, loss 1.5596319258876956
Iteration 2470, loss 3.5448399258876955
Iteration 2471, loss 3.200980000000002
Iteration 2472, loss 2.700980000000002
Iteration 2473, loss 2.5295840000000025
Iteration 2474, loss 2.5295840000000025
Iteration 2475, loss 1.750353659289848
Iteration 2476, loss 1.750353659289848
Iteration 2477, loss 2.5940000000000025
Iteration 2478, loss 2.6235139401394054
Iteration 2479, loss 2.6235139401394054
Iteration 2480, loss 1.6233371332989268
Iteration 2481, loss 1.6233371332989268
Iteration 2482, loss 1.6233371332989268
Iteration 2483, loss 1.8454569629438493
Iteration 2484, loss 1.8454569629438493
Iteration 2485, loss 1.8454569629438493
Iteration 2486, loss 2.345456962943849
Iteration 2487, loss 2.579810895887017
Iteration 2488, loss 3.6658108958870157
Iteration 2489, loss 3.3016471032982464
Iteration 2490, loss 2.3098971703550797
Iteration 2491, loss 2.3098971703550797
Iteration 2492, loss 2.3098971703550797
Iteration 2493, loss 2.3098971703550797
Iteration 2494, loss 2.3098971703550797
Iteration 2495, loss 2.3098971703550797
Iteration 2496, loss 1.8960481817573016
Iteration 2497, loss 1.8960481817573016
Iteration 2498, loss 1.6671105338696774
Iteration 2499, loss 1.6671105338696774
Iteration 2500, loss 1.990063370570075
Iteration 2501, loss 2.245626119047216
Iteration 2502, loss 2.5453555110652344
Iteration 2503, loss 2.5954311218967034
Iteration 2504, loss 2.095431121896704
Iteration 2505, loss 2.095431121896704
Iteration 2506, loss 2.9517091703550795
Iteration 2507, loss 1.5024697555326187
Iteration 2508, loss 3.430036755532618
Iteration 2509, loss 3.044093755532619
Iteration 2510, loss 2.9581821703550792
Iteration 2511, loss 2.3425053929508985
Iteration 2512, loss 2.3425053929508985
Iteration 2513, loss 2.3425053929508985
Iteration 2514, loss 2.3425053929508985
Iteration 2515, loss 2.3425053929508985
Iteration 2516, loss 2.006482453377849
Iteration 2517, loss 2.006482453377849
Iteration 2518, loss 1.9669671199853807
Iteration 2519, loss 1.6459503757506113
Iteration 2520, loss 2.0884706914359237
Iteration 2521, loss 2.0151216097344022
Iteration 2522, loss 1.5154235869299593
Iteration 2523, loss 1.8595517834202056
Iteration 2524, loss 1.859546800569182
Iteration 2525, loss 1.859546800569182
Iteration 2526, loss 1.8667918119714026
Iteration 2527, loss 1.8666458062246472
Iteration 2528, loss 2.8507920456088884
Iteration 2529, loss 2.850792000000002
Iteration 2530, loss 2.422697137573158
Iteration 2531, loss 2.422697137573158
Iteration 2532, loss 2.0577538703013305
Iteration 2533, loss 1.6440558931057738
Iteration 2534, loss 1.1164383635146
Iteration 2535, loss 1.1164383635146
Iteration 2536, loss 1.6439355595236096
Iteration 2537, loss 1.390274383469557
Iteration 2538, loss 1.3587294547302393
Iteration 2539, loss 1.3587294547302393
Iteration 2540, loss 1.3883501874584119
Iteration 2541, loss 1.0897166301124486
Iteration 2542, loss 1.0897166301124486
Iteration 2543, loss 1.0897166301124486
Iteration 2544, loss 1.910862027831577
Iteration 2545, loss 1.7802873464112678
Iteration 2546, loss 1.8306391390000372
Iteration 2547, loss 1.8306391390000372
Iteration 2548, loss 2.7372506250853172
Iteration 2549, loss 2.550878240941784
Iteration 2550, loss 1.722576240941784
Iteration 2551, loss 1.722576240941784
Iteration 2552, loss 1.722576240941784
Iteration 2553, loss 1.722576240941784
Iteration 2554, loss 0.9579189262246859
Iteration 2555, loss 0.8233240962427735
Iteration 2556, loss 2.00142158517754
Iteration 2557, loss 1.9155100000000032
Iteration 2558, loss 1.4150828638515907
Iteration 2559, loss 1.6154330114022242
Iteration 2560, loss 3.514792011402225
Iteration 2561, loss 4.428943011402224
Iteration 2562, loss 4.428943011402224
Iteration 2563, loss 4.4215470114022235
Iteration 2564, loss 2.8433075737753186
Iteration 2565, loss 2.8433075737753186
Iteration 2566, loss 2.3433075737753186
Iteration 2567, loss 2.843307585177541
Iteration 2568, loss 2.843307585177541
Iteration 2569, loss 2.843307585177541
Iteration 2570, loss 2.843307585177541
Iteration 2571, loss 2.843307585177541
Iteration 2572, loss 2.040761149635027
Iteration 2573, loss 1.7734312272254367
Iteration 2574, loss 1.7734312272254367
Iteration 2575, loss 1.7547979250951697
Iteration 2576, loss 1.551082383161461
Iteration 2577, loss 1.8975364693640122
Iteration 2578, loss 1.8908195246986195
Iteration 2579, loss 2.0469712963817015
Iteration 2580, loss 1.9256087915964772
Iteration 2581, loss 1.726048999007708
Iteration 2582, loss 1.9654752000840063
Iteration 2583, loss 1.9067540629407125
Iteration 2584, loss 1.9067540629407125
Iteration 2585, loss 1.9067540629407127
Iteration 2586, loss 1.7616740983313413
Iteration 2587, loss 3.5627267800671674
Iteration 2588, loss 3.5361279475496663
Iteration 2589, loss 2.987796001615588
Iteration 2590, loss 3.3082012579015494
Iteration 2591, loss 2.8775851139790856
Iteration 2592, loss 1.646745248588933
Iteration 2593, loss 1.646745248588933
Iteration 2594, loss 1.646745248588933
Iteration 2595, loss 2.0930509127941668
Iteration 2596, loss 2.119649745311668
Iteration 2597, loss 2.119649745311668
Iteration 2598, loss 2.119649745311668
Iteration 2599, loss 2.9909464771694974
Iteration 2600, loss 2.9909464771694974
Iteration 2601, loss 2.5445302801647047
Iteration 2602, loss 2.43831115044115
Iteration 2603, loss 2.819535920810522
Iteration 2604, loss 2.294974477691978
Iteration 2605, loss 2.365886000000003
Iteration 2606, loss 1.866188000000003
Iteration 2607, loss 2.1440650042059892
Iteration 2608, loss 2.1436120498148763
Iteration 2609, loss 2.643310049814876
Iteration 2610, loss 2.1436120498148763
Iteration 2611, loss 2.1440650042059892
Iteration 2612, loss 2.1436120498148763
Iteration 2613, loss 2.393763004205989
Iteration 2614, loss 2.365886000000003
Iteration 2615, loss 2.365886000000003
Iteration 2616, loss 2.365886000000003
Iteration 2617, loss 1.9524900000000025
Iteration 2618, loss 1.9524900000000025
Iteration 2619, loss 1.7960995794764303
Iteration 2620, loss 1.6241880000000033
Iteration 2621, loss 2.0449800000000034
Iteration 2622, loss 2.0449800000000034
Iteration 2623, loss 2.365886000000003
Iteration 2624, loss 1.945094000000003
Iteration 2625, loss 1.945094000000003
Iteration 2626, loss 1.945094000000003
Iteration 2627, loss 1.945094000000003
Iteration 2628, loss 1.945094000000003
Iteration 2629, loss 1.945094000000003
Iteration 2630, loss 1.9598860000000016
Iteration 2631, loss 2.851698000000001
Iteration 2632, loss 1.9598860000000016
Iteration 2633, loss 1.9598860000000016
Iteration 2634, loss 1.7957350000000019
Iteration 2635, loss 2.687547000000001
Iteration 2636, loss 1.9301510000000015
Iteration 2637, loss 1.5154585851775404
Iteration 2638, loss 1.5154585851775404
Iteration 2639, loss 1.1723645851775408
Iteration 2640, loss 1.1723645851775408
Iteration 2641, loss 2.250729136148416
Iteration 2642, loss 2.5944529885977805
Iteration 2643, loss 1.7735469885977806
Iteration 2644, loss 1.8524971789056788
Iteration 2645, loss 2.0163461789056787
Iteration 2646, loss 2.038383213112345
Iteration 2647, loss 1.6955027526809963
Iteration 2648, loss 1.6955027526809963
Iteration 2649, loss 3.116898798289882
Iteration 2650, loss 2.7318204646352027
Iteration 2651, loss 2.653021251522861
Iteration 2652, loss 2.653021251522861
Iteration 2653, loss 2.653021251522861
Iteration 2654, loss 2.653021251522861
Iteration 2655, loss 2.8238132515228607
Iteration 2656, loss 2.7869800000000016
Iteration 2657, loss 2.2869800000000016
Iteration 2658, loss 2.123344573775319
Iteration 2659, loss 1.6306780000000027
Iteration 2660, loss 1.4668290114022244
Iteration 2661, loss 2.123131011402224
Iteration 2662, loss 2.123131011402224
Iteration 2663, loss 1.4668290114022244
Iteration 2664, loss 1.4668290114022244
Iteration 2665, loss 2.123131011402224
Iteration 2666, loss 1.6227039778738073
Iteration 2667, loss 1.6227039778738073
Iteration 2668, loss 1.8809283635146
Iteration 2669, loss 1.9942820228044458
Iteration 2670, loss 1.4893232743273037
Iteration 2671, loss 1.4893232629250825
Iteration 2672, loss 1.4890838481026214
Iteration 2673, loss 1.4890838481026214
Iteration 2674, loss 1.4033232629250816
Iteration 2675, loss 1.4033232629250816
Iteration 2676, loss 1.9031722401206377
Iteration 2677, loss 0.989776217316194
Iteration 2678, loss 2.1346221774287297
Iteration 2679, loss 2.1346221774287297
Iteration 2680, loss 2.1346221774287297
Iteration 2681, loss 6.017631855178405
Iteration 2682, loss 6.845429207290781
Iteration 2683, loss 6.84542919588856
Iteration 2684, loss 6.517480855178405
Iteration 2685, loss 6.516876855178404
Iteration 2686, loss 6.016876855178405
Iteration 2687, loss 6.663070956394505
Iteration 2688, loss 6.663070956394505
Iteration 2689, loss 6.163070956394505
Iteration 2690, loss 6.196261856446514
Iteration 2691, loss 7.022990523188069
Iteration 2692, loss 7.317221147916369
Iteration 2693, loss 7.194326413525462
Iteration 2694, loss 7.0366214840650345
Iteration 2695, loss 6.787641776453257
Iteration 2696, loss 6.7063039867843495
Iteration 2697, loss 5.580562884823572
Iteration 2698, loss 7.079505941834681
Iteration 2699, loss 7.0795059418346815
Iteration 2700, loss 3.752912258383896
Iteration 2701, loss 2.9134750427666924
Iteration 2702, loss 2.671407150529134
Iteration 2703, loss 2.671407150529134
Iteration 2704, loss 2.671245102619996
Iteration 2705, loss 3.214374953235426
Iteration 2706, loss 3.213770953235425
Iteration 2707, loss 2.237250279628085
Iteration 2708, loss 2.237250279628086
Iteration 2709, loss 2.281626234019198
Iteration 2710, loss 5.079882066854557
Iteration 2711, loss 5.5570067062552315
Iteration 2712, loss 5.5570067062552315
Iteration 2713, loss 5.706641876610309
Iteration 2714, loss 4.957094853805865
Iteration 2715, loss 5.173267098903771
Iteration 2716, loss 5.2630836834507875
Iteration 2717, loss 5.2630836834507875
Iteration 2718, loss 5.2630836834507875
Iteration 2719, loss 5.2630836834507875
Iteration 2720, loss 5.2630836834507875
Iteration 2721, loss 6.591687683450788
Iteration 2722, loss 6.591687683450788
Iteration 2723, loss 6.591687683450788
Iteration 2724, loss 6.091687683450787
Iteration 2725, loss 4.592188273653323
Iteration 2726, loss 4.263584273653323
Iteration 2727, loss 3.413396273653323
Iteration 2728, loss 2.9995472736533237
Iteration 2729, loss 2.8424902622511015
Iteration 2730, loss 2.058502792588771
Iteration 2731, loss 2.901294792588771
Iteration 2732, loss 2.143898838197658
Iteration 2733, loss 2.143898838197658
Iteration 2734, loss 2.143898838197658
Iteration 2735, loss 2.057854613683095
Iteration 2736, loss 2.0577478495998798
Iteration 2737, loss 1.6294713891685313
Iteration 2738, loss 1.6294713891685313
Iteration 2739, loss 3.515672170355079
Iteration 2740, loss 2.5304641703550788
Iteration 2741, loss 2.6166151589528575
Iteration 2742, loss 2.6166151589528575
Iteration 2743, loss 2.2880995851775405
Iteration 2744, loss 1.873584000000002
Iteration 2745, loss 2.6235840000000024
Iteration 2746, loss 2.6235840000000024
Iteration 2747, loss 2.5301880000000025
Iteration 2748, loss 2.5301880000000025
Iteration 2749, loss 2.5301880000000025
Iteration 2750, loss 1.623834386319044
Iteration 2751, loss 1.623834386319044
Iteration 2752, loss 1.623834386319044
Iteration 2753, loss 1.5309539486921393
Iteration 2754, loss 1.9021049943010264
Iteration 2755, loss 1.7880631945160221
Iteration 2756, loss 1.7880631945160221
Iteration 2757, loss 1.9448656022830086
Iteration 2758, loss 1.737972383469556
Iteration 2759, loss 2.7735947498336433
Iteration 2760, loss 4.007974204561745
Iteration 2761, loss 3.965018411972976
Iteration 2762, loss 3.3014830729509197
Iteration 2763, loss 3.27112422869742
Iteration 2764, loss 3.965018411972976
Iteration 2765, loss 3.465018411972976
Iteration 2766, loss 2.8510181780795003
Iteration 2767, loss 2.8510181780795003
Iteration 2768, loss 2.8510181780795003
Iteration 2769, loss 2.4107063963320465
Iteration 2770, loss 2.4873896117634438
Iteration 2771, loss 2.4014273659475887
Iteration 2772, loss 2.4014273659475887
Iteration 2773, loss 2.3411317471592663
Iteration 2774, loss 1.3800892130041895
Iteration 2775, loss 0.9662402016019677
Iteration 2776, loss 0.8735582045617456
Iteration 2777, loss 1.701646664993095
Iteration 2778, loss 1.701646664993095
Iteration 2779, loss 1.701646664993095
Iteration 2780, loss 2.115646642188649
Iteration 2781, loss 1.2020996421886512
Iteration 2782, loss 1.2020996421886512
Iteration 2783, loss 1.2020996421886512
Iteration 2784, loss 1.821937204561745
Iteration 2785, loss 1.634841045078048
Iteration 2786, loss 1.634841045078048
Iteration 2787, loss 1.3995078519185271
Iteration 2788, loss 1.7422526858315235
Iteration 2789, loss 2.488486309037313
Iteration 2790, loss 1.8074884785563272
Iteration 2791, loss 4.333496132484184
Iteration 2792, loss 4.333496132484184
Iteration 2793, loss 4.333496132484184
Iteration 2794, loss 5.083496132484184
Iteration 2795, loss 5.747043132484183
Iteration 2796, loss 4.248553041266412
Iteration 2797, loss 3.2500000000000018
Iteration 2798, loss 2.7500000000000018
Iteration 2799, loss 2.1016830734383296
Iteration 2800, loss 1.9592971546061102
Iteration 2801, loss 1.4179535764840465
Iteration 2802, loss 1.4179535764840465
Iteration 2803, loss 1.7462555764840464
Iteration 2804, loss 1.1679535764840465
Iteration 2805, loss 2.402270503045719
Iteration 2806, loss 2.7011352515228597
Iteration 2807, loss 2.7011352515228597
Iteration 2808, loss 1.7013488138959558
Iteration 2809, loss 1.7013488138959565
Iteration 2810, loss 1.7013488138959558
Iteration 2811, loss 1.3955368138959545
Iteration 2812, loss 1.3955368138959545
Iteration 2813, loss 0.895536813895955
Iteration 2814, loss 0.7957882272936727
Iteration 2815, loss 1.4385994104757156
Iteration 2816, loss 1.4385994104757156
Iteration 2817, loss 1.2665994104757163
Iteration 2818, loss 1.2665994104757163
Iteration 2819, loss 1.2665994104757163
Iteration 2820, loss 1.2665994104757163
Iteration 2821, loss 1.7084036713020727
Iteration 2822, loss 3.6274201836512887
Iteration 2823, loss 3.6274201836512887
Iteration 2824, loss 2.1300343177649523
Iteration 2825, loss 3.1286757681527124
Iteration 2826, loss 2.0660531395375266
Iteration 2827, loss 1.850402075473077
Iteration 2828, loss 3.7636362294009356
Iteration 2829, loss 4.013547808877362
Iteration 2830, loss 3.513547808877362
Iteration 2831, loss 1.9436579728552152
Iteration 2832, loss 2.5998090469696575
Iteration 2833, loss 1.6012560171054702
Iteration 2834, loss 3.2578600171054704
Iteration 2835, loss 3.7578600171054704
Iteration 2836, loss 2.7578600171054695
Iteration 2837, loss 2.7578600171054695
Iteration 2838, loss 1.54514201710547
Iteration 2839, loss 1.0598714775368185
Iteration 2840, loss 1.771069024841329
Iteration 2841, loss 2.427673024841329
Iteration 2842, loss 2.427673024841329
Iteration 2843, loss 3.6706415073988703
Iteration 2844, loss 3.2857098652102232
Iteration 2845, loss 3.2857098652102232
Iteration 2846, loss 2.287068414822463
Iteration 2847, loss 2.287068414822463
Iteration 2848, loss 2.287068414822463
Iteration 2849, loss 2.287068414822463
Iteration 2850, loss 2.287068414822463
Iteration 2851, loss 2.287068414822463
Iteration 2852, loss 1.787068414822463
Iteration 2853, loss 1.787068414822463
Iteration 2854, loss 1.787068414822463
Iteration 2855, loss 1.787068414822463
Iteration 2856, loss 1.0589177048987346
Iteration 2857, loss 2.230917704898735
Iteration 2858, loss 2.230917704898735
Iteration 2859, loss 2.230917704898735
Iteration 2860, loss 2.230917704898735
Iteration 2861, loss 2.230917704898735
Iteration 2862, loss 2.4043603253346957
Iteration 2863, loss 2.1475166432404067
Iteration 2864, loss 2.3896934728853294
Iteration 2865, loss 2.3896934728853294
Iteration 2866, loss 2.3203438732096298
Iteration 2867, loss 2.073326935063713
Iteration 2868, loss 1.9634053943584395
Iteration 2869, loss 1.9634053943584395
Iteration 2870, loss 2.9087229350637127
Iteration 2871, loss 2.6649712691988956
Iteration 2872, loss 1.514268511893088
Iteration 2873, loss 1.4589525309903075
Iteration 2874, loss 1.9441788973543936
Iteration 2875, loss 2.459372758804391
Iteration 2876, loss 2.459372758804391
Iteration 2877, loss 2.459372758804391
Iteration 2878, loss 1.8742270082967714
Iteration 2879, loss 1.8230315390311806
Iteration 2880, loss 1.7373335390311804
Iteration 2881, loss 1.686844533498564
Iteration 2882, loss 1.5010317481060313
Iteration 2883, loss 1.523072999628889
Iteration 2884, loss 1.523072999628889
Iteration 2885, loss 1.523072999628889
Iteration 2886, loss 1.5010317481060313
Iteration 2887, loss 1.5010317481060313
Iteration 2888, loss 1.3663797790110404
Iteration 2889, loss 1.9170321938335015
Iteration 2890, loss 1.6108297790110402
Iteration 2891, loss 2.409798119721195
Iteration 2892, loss 2.565721997150515
Iteration 2893, loss 2.315721997150515
Iteration 2894, loss 2.7223259971505147
Iteration 2895, loss 3.2223259971505147
Iteration 2896, loss 2.137018411972976
Iteration 2897, loss 2.137018411972976
Iteration 2898, loss 2.159117997150514
Iteration 2899, loss 2.799168124704701
Iteration 2900, loss 2.159117997150514
Iteration 2901, loss 1.659268997150514
Iteration 2902, loss 1.7729172387684098
Iteration 2903, loss 1.3238601051324965
Iteration 2904, loss 1.1598601051324964
Iteration 2905, loss 2.072413146398906
Iteration 2906, loss 2.400785080835063
Iteration 2907, loss 2.400785080835063
Iteration 2908, loss 2.755554552668633
Iteration 2909, loss 2.755554552668633
Iteration 2910, loss 3.4130944674910944
Iteration 2911, loss 2.7565788823135553
Iteration 2912, loss 2.7565788823135553
Iteration 2913, loss 5.254631173746325
Iteration 2914, loss 5.961568565764343
Iteration 2915, loss 6.461480150941881
Iteration 2916, loss 6.461480150941881
Iteration 2917, loss 6.461480150941881
Iteration 2918, loss 5.463291683450787
Iteration 2919, loss 6.877593683450788
Iteration 2920, loss 4.879302000000003
Iteration 2921, loss 2.8793020000000027
Iteration 2922, loss 4.879302000000003
Iteration 2923, loss 4.879302000000003
Iteration 2924, loss 4.879302000000003
Iteration 2925, loss 3.8793020000000027
Iteration 2926, loss 2.0586980000000015
Iteration 2927, loss 1.8088490000000013
Iteration 2928, loss 1.8016040000000018
Iteration 2929, loss 1.8016040000000018
Iteration 2930, loss 2.058698000000001
Iteration 2931, loss 1.5734900000000027
Iteration 2932, loss 1.6944457925887715
Iteration 2933, loss 2.287237803990993
Iteration 2934, loss 2.537131000000002
Iteration 2935, loss 2.537131000000002
Iteration 2936, loss 2.0371310000000022
Iteration 2937, loss 1.7875397925887715
Iteration 2938, loss 1.7875397925887715
Iteration 2939, loss 1.7875397925887715
Iteration 2940, loss 1.7875397925887715
Iteration 2941, loss 1.6167477925887714
Iteration 2942, loss 1.6167477925887714
Iteration 2943, loss 1.6167477925887714
Iteration 2944, loss 1.6167477925887714
Iteration 2945, loss 1.6167477925887714
Iteration 2946, loss 1.6167478039909933
Iteration 2947, loss 2.3651940469675226
Iteration 2948, loss 3.691938912853858
Iteration 2949, loss 3.941636912853858
Iteration 2950, loss 3.5986680376000484
Iteration 2951, loss 2.6001149906325276
Iteration 2952, loss 1.2358380820109178
Iteration 2953, loss 2.2343911289784373
Iteration 2954, loss 3.741787083369551
Iteration 2955, loss 3.02122433489241
Iteration 2956, loss 3.741787083369551
Iteration 2957, loss 3.741787083369551
Iteration 2958, loss 3.741787083369551
Iteration 2959, loss 3.2417870833695503
Iteration 2960, loss 3.6073450469675223
Iteration 2961, loss 3.6073450469675223
Iteration 2962, loss 5.577698467491094
Iteration 2963, loss 5.577698467491094
Iteration 2964, loss 6.077698467491094
Iteration 2965, loss 6.077698467491094
Iteration 2966, loss 4.085094467491094
Iteration 2967, loss 4.085094467491094
Iteration 2968, loss 3.086604000000002
Iteration 2969, loss 3.1872450000000025
Iteration 2970, loss 3.1872450000000025
Iteration 2971, loss 2.773396000000003
Iteration 2972, loss 2.773396000000003
Iteration 2973, loss 2.015911585177541
Iteration 2974, loss 2.015911585177541
Iteration 2975, loss 2.015911585177541
Iteration 2976, loss 1.9301510000000024
Iteration 2977, loss 1.546099573775319
Iteration 2978, loss 2.031156573775319
Iteration 2979, loss 2.038250573775319
Iteration 2980, loss 1.9745141307864285
Iteration 2981, loss 1.5604515684133333
Iteration 2982, loss 1.8746669094604775
Iteration 2983, loss 2.266150965793337
Iteration 2984, loss 2.8579907385977794
Iteration 2985, loss 2.1867457385977804
Iteration 2986, loss 2.1867457385977804
Iteration 2987, loss 2.1867457385977804
Iteration 2988, loss 2.1867457385977804
Iteration 2989, loss 2.209298323775319
Iteration 2990, loss 2.3030405083821055
Iteration 2991, loss 2.210349883635917
Iteration 2992, loss 2.3030405083821055
Iteration 2993, loss 3.7505817693416876
Iteration 2994, loss 3.523207763846084
Iteration 2995, loss 3.4876037638460833
Iteration 2996, loss 3.002395763846084
Iteration 2997, loss 3.9861567994113822
Iteration 2998, loss 5.986094219934956
Iteration 2999, loss 5.487603763846083
Iteration 3000, loss 5.487603763846083
Iteration 3001, loss 5.487603763846083
Iteration 3002, loss 3.4876037638460833
Iteration 3003, loss 5.487603763846083
Iteration 3004, loss 5.487603763846083
Iteration 3005, loss 3.4876037638460833
Iteration 3006, loss 2.659426934201161
Iteration 3007, loss 4.659426934201161
Iteration 3008, loss 4.659426934201161
Iteration 3009, loss 4.659426934201161
Iteration 3010, loss 4.659426934201161
Iteration 3011, loss 4.159426934201161
Iteration 3012, loss 4.159426934201161
Iteration 3013, loss 4.030452763846084
Iteration 3014, loss 4.487603763846082
Iteration 3015, loss 4.427757875819852
Iteration 3016, loss 2.8437606022808732
Iteration 3017, loss 2.8437606022808732
Iteration 3018, loss 2.8437606022808732
Iteration 3019, loss 3.2580367498315073
Iteration 3020, loss 3.2580367498315073
Iteration 3021, loss 1.702136340710157
Iteration 3022, loss 1.7807403350090463
Iteration 3023, loss 1.7807403350090463
Iteration 3024, loss 2.780740289400159
Iteration 3025, loss 3.3661362894001585
Iteration 3026, loss 2.8436095794764293
Iteration 3027, loss 2.8436095794764293
Iteration 3028, loss 2.109381107644995
Iteration 3029, loss 1.6952926928225338
Iteration 3030, loss 1.4953467369341609
Iteration 3031, loss 1.4388497853925362
Iteration 3032, loss 2.7952087853925356
Iteration 3033, loss 2.7952087853925356
Iteration 3034, loss 2.630693200214997
Iteration 3035, loss 2.0243342002149975
Iteration 3036, loss 1.3603709329431697
Iteration 3037, loss 1.8309336814203119
Iteration 3038, loss 1.330933681420312
Iteration 3039, loss 1.330933681420312
Iteration 3040, loss 1.330933681420312
Iteration 3041, loss 1.330933681420312
Iteration 3042, loss 1.360017000000002
Iteration 3043, loss 1.3732121168738423
Iteration 3044, loss 1.3732121168738423
Iteration 3045, loss 1.3732121168738423
Iteration 3046, loss 1.3732121168738423
Iteration 3047, loss 1.5446080712649553
Iteration 3048, loss 1.3732121168738423
Iteration 3049, loss 1.3732121168738423
Iteration 3050, loss 2.822709335687295
Iteration 3051, loss 1.7157538217725752
Iteration 3052, loss 1.8521314040984902
Iteration 3053, loss 3.8513655808307936
Iteration 3054, loss 3.2149879985048777
Iteration 3055, loss 3.978065100444489
Iteration 3056, loss 3.0714352936040097
Iteration 3057, loss 2.965227316408454
Iteration 3058, loss 1.0520299180132118
Iteration 3059, loss 1.0520299180132118
Iteration 3060, loss 1.0519782359189231
Iteration 3061, loss 0.7093113378606692
Iteration 3062, loss 4.321464808199114
Iteration 3063, loss 4.235402223021574
Iteration 3064, loss 6.148573803174116
Iteration 3065, loss 9.054246019138082
Iteration 3066, loss 8.304246041942523
Iteration 3067, loss 6.863175907967485
Iteration 3068, loss 6.863175907967485
Iteration 3069, loss 6.863175907967485
Iteration 3070, loss 6.863175907967485
Iteration 3071, loss 6.863175885163042
Iteration 3072, loss 6.157151865208088
Iteration 3073, loss 6.157151865208088
Iteration 3074, loss 5.912825589383526
Iteration 3075, loss 5.741606487441779
Iteration 3076, loss 5.741606487441779
Iteration 3077, loss 2.086710803990992
